,,@@,house_table,,,,,,,,,,,,@@,,,,,,,@@,,,,@@,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,lab_cupboard_01,lab_cupboard_01,house_shink,@@,,,,@@,store_sale_01,store_sale_01,store_sale_01,store_sale_01,store_sale_01,@@,,house_bench,military_radio,window_02_open,,
,,@@,house_bench,,house_wardrobe,,store_sale_02,,store_sale_02,,store_sale_01,,store_sale_01,,@@,,crate,crate,,crate,,door_02_close,,,,@@,house_cupboard_01,,,,,,door_02_close,,,,window_02_open,,,,,store_sale_01,@@,,,house_fridge,@@,,
,,@@,house_cupboard_01,,house_wardrobe,,store_sale_02,,store_sale_02,,store_sale_01,,store_sale_01,,@@,,crate,crate,,crate,,@@,,,,@@,@@,@@,@@,@@,@@,@@,@@,,,,@@,store_sale_02,,store_sale_02,@@,@@,@@,@@,@@,@@,@@,,
,,@@,house_cupboard_01,,,,,,,,,,,,@@,,,,,,,@@,,,,@@,house_wardrobe,house_bed_right,,,house_bed_left,house_wardrobe,@@,,,,@@,store_sale_02,,store_sale_02,@@,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@@,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,crate,crate,,crate,,@@,,,,@@,military_crate,,,,,,door_02_close,,,,window_02_open,store_sale_02,,store_sale_02,@@,misc_barrel,,misc_barrel,,misc_barrel,@@,,
,,@@,house_toilet_right,door_02_close,,house_fridge,house_stove,@@,house_bath_right,door_02_close,,,house_shink,house_stove,@@,,crate,crate,,crate,,@@,,,,@@,house_wardrobe,house_bed_right,,,house_bed_left,house_wardrobe,@@,,,,@@,store_sale_02,,store_sale_02,@@,misc_barrel,,,,misc_barrel,@@,,
,,@@,@@,@@,,,house_shink,@@,house_toilet_right,@@,house_library,,,house_cupboard_01,@@,,,,,,,@@,,,,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,,,,@@,@@,door_02_close,@@,@@,@@,door_02_close,@@,window_02_open,@@,@@,,
,,@@,house_wardrobe,house_bed_right,,house_cupboard_01,@@,@@,@@,@@,house_table,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,,,,,,,,,,,,,,,,,,,,,,,,outside_metal_fence_1,,
,,@@,@@,window_02_close,door_02_close,@@,@@,road_curve_top_01,road_curve_bottom_01,door_02_close,,,door_02_close,house_bed_left,@@,house_shink,house_stove,store_sale_01,house_bench,house_bench,,@@,,,,,,,,,,,,,,,,,,,,,,,,,outside_metal_fence_1,,
,,@,road_curve_top_01,road_top_01,road_top_01,road_top_01,road_top_01,,road_right_01,@@,@@,window_02_close,@@,@@,@@,house_library,,,house_table,house_table,,@@,,,,,,,,,,,,,,,,,,,,,,,,,outside_metal_fence_1,,
,,@,road_sewer_left_01,,,,,,,road_top_01,road_top_01,road_top_01,road_top_01,road_curve_bottom_01,@@,house_library,,,house_bench,house_bench,,@@,,,,@@,@@,window_02_close,@@,@@,,@@,@@,window_02_close,@@,@@,@@,,,@@,@@,@@,@@,@@,@@,@@,@@,,
,,@,road_curve_left_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,,,,,,,road_right_01,@@,@@,door_02_close,@@,window_02_close,window_02_close,@@,@@,,,,@@,store_sale_01,,,door_02_close,,@@,military_radio,military_radio,military_radio,military_crate,window_02_close,,,@@,house_library,house_library,house_library,house_library,house_library,house_library,@@,,
,,@@,@@,@@,@@,@@,@@,road_left_01,,,,,,,road_top_01,road_top_01,road_top_01,road_top_01,road_top_01,road_top_01,road_curve_bottom_01,asphalt_right_01,,,,window_02_close,store_sale_01,store_sale_01,store_sale_01,@@,,door_02_close,,,,,@@,,,@@,,,,,,,@@,,
,,@@,bg,house_bench,house_bench,bg,@@,road_left_01,,,,,,,,,,,,,road_sewer_right_01,asphalt_right_01,,,,@@,@@,@@,@@,@@,,@@,@@,@@,@@,door_02_open,@@,,,@@,,house_bench,house_table,house_library,house_library,house_library,@@,,
,,@@,house_bench,house_table,house_table,bg,door_02_close,road_left_01,,,,,,,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,asphalt_right_01,,,,@@,store_sale_01,,,door_02_close,,@@,military_radio,military_radio,military_radio,,window_02_close,,,@@,,,,,,house_bench,@@,,
,,@@,house_bench,house_table,house_table,bg,@@,road_left_01,,,,,,road_right_01,@@,@@,door_02_close,@@,window_02_close,@@,@@,@@,,,,window_02_close,store_sale_01,store_sale_01,store_sale_01,@@,,door_02_close,,,,,@@,,,@@,@@,door_02_close,@@,@@,@@,@@,@@,,
,,@@,bg,bg,bg,bg,@@,road_curve_left_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,@@,,,medical_cupboard_01,medical_cupboard_01,lab_cupboard_01,lab_cupboard_01,@@,,,,@@,@@,window_02_close,@@,@@,,@@,@@,@@,window_02_close,@@,@@,,,,,,,,,,outside_metal_fence_1,,
,,@@,house_bench,house_table,house_table,bg,@@,@@,door_02_close,@@,window_02_close,@@,window_02_close,@@,@@,,,,,house_bench,,window_02_close,,,,,,,,,,,,,,,,,,,,,,,,,outside_metal_fence_1,,
,,@@,store_sale_01,bg,house_bench,bg,@@,,,,,wall_01_broke,misc_hook,misc_chainwheel_left_right,@@,,,lab_cupboard_01,lab_cupboard_01,lab_cupboard_01,lab_cupboard_01,@@,misc_sign,,,@@,@@,door_02_close,@@,@@,,@@,@@,outside_metal_door_01_close,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,
,,@@,store_sale_01,bg,bg,bg,@@,,,,wall_01_broke,outside_metal_fence_1,misc_chain_top,misc_chainwheel_left_right,@@,,,,house_bench,,,window_02_close,,,,@@,house_fridge,,,@@,,@@,,,,,,,,,,,,,,,@@,,
,,@@,house_stove,house_stove,house_shink,house_shink,@@,store_sale_02,store_sale_02,store_sale_02,misc_sign,misc_sign,misc_chainwheel_left_right,misc_chainwheel_left_right,@@,military_crate,,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,@@,,,,window_02_open,military_radio,house_bench,,@@,,@@,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,military_crate,@@,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,,misc_sign,@@,window_02_open,@@,@@,@@,outside_metal_fence_1,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,
,,,,,,,,,,,,,,,,,,,,,,,road_curve_left_01,road_sewer_bottom_01,road_curve_right_01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
