 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_grass_2,garden_grass_1,garden_tree_8,garden_dirty_1,garden_grass_3,garden_tall_grass, ,garden_tree_6, , , , , , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_16, ,garden_grass_2,garden_tall_grass, ,garden_grass_1, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_4, ,garden_dirty_2,garden_dirty_2, ,garden_grass_2,garden_grass_3, , , , , , , , , , , , ,garden_dirty_1, , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_16, , ,garden_tree_16,garden_grass_2,garden_grass_1,garden_grass_2,garden_grass_3, ,garden_grass_2,garden_grass_3, , , , , , ,garden_tree_16, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_1, , , , , , , , , , ,garden_stone,dirty_top_right_01,dirty_top_left_01, , , , , , ,garden_dirty_4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_16, , , , , ,garden_dirty_3, , , , , , , , , ,garden_tall_grass,garden_tree_1, , , , ,bg_grass, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , ,garden_tree_16, , , , , , , , , ,garden_dirty_1,garden_tree_8, ,dirty_bottom_right_01,dirty_bottom_left_01, , , , , , , , , , ,garden_tall_grass,garden_tree_1,garden_dirty_2,garden_grass_3,garden_dirty_2, , , , , , , , , , , , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , , , , ,garden_grass_3, , ,garden_tree_8, , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_1, ,garden_grass_3,garden_stone, , , , , , , , , ,garden_grass_1,garden_tall_grass,bg_grass, ,garden_dirty_1,bg_grass, , , , ,garden_tree_8, , , , , , , ,garden_tree_8, ,bg_grass,garden_grass_1, , , , , , , , , , , , , , , , , , , ,garden_tree_16, , , , , ,garden_dirty_1,bg_grass,garden_dirty_1,garden_grass_1,garden_tree_8, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,garden_tree_1, , , , ,garden_dirty_2, , , , , , , ,garden_tree_6, , , , ,garden_dirty_4, , , , , ,garden_tree_3, , ,garden_dirty_4, , , , , , , , ,garden_stone,garden_dirty_2,garden_tree_8,garden_dirty_2,garden_grass_2,garden_grass_2,garden_dirty_1, , , , , , , , , , ,garden_grass_1,garden_stone,garden_tree_8,garden_stone, ,garden_dirty_2,garden_grass_3,garden_stone, , , , , , , , , , , , , , , , , , , , ,garden_stone,garden_tree_8,bg_grass,garden_tall_grass,garden_dirty_1,garden_grass_3,garden_tree_1, , , , , ,garden_tree_16, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,garden_grass_3,garden_grass_2,garden_grass_3,garden_tree_8,garden_tree_1, , ,garden_dirty_4, , , , , , , , , , , , , ,garden_grass_1, ,garden_tree_3, , , , , , , , , ,garden_stone, , ,garden_tree_1,garden_grass_3,garden_grass_2,garden_tall_grass,garden_tree_1,garden_tall_grass,garden_grass_3, , , , , , , , ,garden_dirty_3, , ,garden_dirty_2,garden_grass_2, ,garden_grass_3,garden_dirty_1,garden_grass_3,garden_grass_2, , , , , , , , ,garden_dirty_1, , , , ,garden_tree_8, , , , , , ,garden_grass_2,garden_stone,garden_grass_2,garden_tree_1,garden_tall_grass,garden_grass_2,garden_stone, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,garden_stone,garden_dirty_1,garden_grass_1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_6, ,garden_tree_8,garden_grass_2,garden_grass_2,garden_dirty_1, , , , , , , , , , , ,garden_grass_3, , , , ,garden_tree_8,garden_tall_grass,garden_grass_3, , , , , , , , , , , , , , , , , ,garden_dirty_2,garden_tree_8,bg_grass,garden_grass_1,garden_tall_grass,garden_grass_1,garden_tree_8,garden_tall_grass,garden_grass_1,garden_tall_grass,garden_grass_3, , , , ,garden_tree_16, , ,garden_dirty_2, , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,garden_tree_16, , ,garden_tree_8,garden_tree_8,garden_dirty_2,garden_tall_grass,garden_stone, ,garden_dirty_1, , ,garden_dirty_1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tall_grass, , , , , , , , , , , , , , , , , ,garden_dirty_2,garden_grass_1,bg_grass,garden_tree_8, ,garden_grass_1, ,garden_grass_1, , , , , , , , ,garden_tree_8, , , ,garden_grass_1,garden_stone,garden_grass_3,garden_dirty_2,garden_tall_grass,garden_grass_2,garden_tall_grass,garden_dirty_1,garden_tree_8,garden_grass_1,garden_dirty_2, , , , , , , , , ,garden_tree_16,garden_tree_16,garden_tree_16, , , , , , , , , 
 , , , , , , , , , ,garden_tree_16, , , , , ,garden_tree_16, , , ,garden_grass_2, , , , , , , , , , , , , , , , , , , ,garden_tree_8, , , , , , , , , , , ,garden_tree_6, , , , , , , , , ,bg_grass, , , , , , , , , , , , , , ,garden_grass_1, , ,garden_stone,garden_grass_2,bg_grass, , , , ,garden_dirty_3, , , ,garden_stone, , , , ,garden_stone,garden_grass_2,garden_grass_3,garden_tree_1,garden_tree_8,garden_tree_8,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_1,garden_grass_3, , , , , , , , , , ,garden_dirty_4, , , , , , , , , , 
 , , , , , , , , ,garden_dirty_1, , ,garden_tree_16, , , , , , , , , , , , , , , , , , , , , , , , , ,bg_grass,garden_dirty_1,garden_tree_1, ,garden_tree_1, , , , , , , , , , , , , , , ,garden_dirty_2,garden_dirty_3,garden_tall_grass,garden_tall_grass,garden_dirty_2,garden_grass_2,garden_grass_2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_1,garden_grass_2,garden_grass_2, , , , ,garden_dirty_1, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_1,garden_stone, , , , , , , , , , , , , ,garden_dirty_3, ,garden_grass_3,garden_grass_1, ,garden_grass_2, ,bg_grass,garden_tree_8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_stone, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,garden_dirty_2, ,garden_tree_16, ,garden_dirty_2,garden_tree_8, , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_2,garden_grass_2, , , , , , , , , , , , , , , ,garden_tall_grass, ,garden_grass_2,bg_grass,garden_grass_2, , , , , , , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , ,garden_tree_6, , , , , , ,garden_tree_1, , , , , , , , , , , , , , , , 
 , , , , , , , ,garden_tree_16, , , , , , , , , , , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , ,garden_dirty_1,garden_dirty_1,garden_grass_3, , , , , , , , ,garden_tree_8, , , , ,garden_dirty_2,garden_dirty_2,garden_tall_grass,garden_tree_8,bg_grass,garden_tree_8,garden_grass_3,garden_grass_1,garden_tree_1, , , , ,asphalt_01,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,asphalt_01,@,@,@,window_01_close,@,@,@,@,asphalt_01,@@,@@,@@,@@,@@,@@,asphalt_01, , , , , , , , , , , ,garden_grass_3, , , , ,garden_tree_16, , , , , , , , , , 
 , , , , , , ,garden_dirty_1, , , , , , , , , , , , ,asphalt_01,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_door_01_close,@@,@@,@@,@@,window_02_close,@@,@@,@@,window_02_close,@@,@@,@@,@@,asphalt_01, , ,garden_grass_2,garden_grass_3, , , , , , , , , , , , , , ,garden_dirty_4,garden_dirty_1,garden_tree_1,garden_grass_2,garden_tree_1,bg_grass, ,garden_tree_8, , ,garden_grass_3, , ,asphalt_01,@@,house_computer,house_bench,house_fridge,house_fridge,store_sale_01,store_sale_01,store_sale_01,store_sale_01,store_sale_01,store_sale_01,@@,asphalt_01,@,misc_barrel, , , ,crate,misc_chainwheel_left_right,@,asphalt_01,@@,house_library,@@,lab_cupboard_01,medical_cupboard_01,@@,asphalt_01, , ,garden_dirty_3, , , , , , , , , , , ,garden_tree_16, , , , ,garden_tree_16, , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,outside_metal_fence_1,garden_grass_3, , ,garden_grass_1,@@,house_shink,house_fridge,military_crate, , , , , , ,misc_blood,misc_barrel,@@,asphalt_01, , ,garden_tree_1,garden_dirty_1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,asphalt_01,@@,house_table, , , , , , , , , ,@@,asphalt_01,@,misc_barrel, , , ,factory_industrial_part_left_02,misc_chainwheel_left_right,@,asphalt_01,wall_glass_01,house_bench,@@, ,house_bed,window_02_close,asphalt_01, , , ,garden_tree_6, , , , , , ,garden_dirty_2,garden_dirty_1, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,garden_dirty_3, , , , , ,asphalt_01,outside_metal_fence_1, ,misc_hook,factory_industrial_part_left_02,misc_barrel,@@,house_bench, , , , ,store_sale_02,store_sale_02, ,house_library, ,misc_barrel,@@,asphalt_01, , ,garden_dirty_2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,asphalt_01,@@,medical_cupboard_01, , , ,store_sale_02,store_sale_02, ,store_sale_02,store_sale_02,store_sale_02,@@,asphalt_01,@,@,door_02_close,@,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@,asphalt_01,wall_glass_01,house_bench,@@, ,house_computer,@@,asphalt_01, , , , ,garden_tree_8, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , ,garden_tree_16, , , , , , , , , , ,asphalt_01,outside_metal_fence_1,garden_grass_1,misc_chainwheel_left_right,misc_chainwheel_left_right,garden_stone,@@,military_radio, , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,crate,@@,asphalt_01, , , , , , , , , , , , , , , , , , , ,@@,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,@@,window_02_close,@@,@@,@@,@@, , ,asphalt_01,@@,house_library, , , ,store_sale_02,store_sale_02, , , , ,@@,asphalt_01,road_curve_top_01, , , ,misc_barrel,misc_oil_pump_01,misc_oil_pump_02,road_curve_bottom_01,asphalt_01,door_02_close, ,@@,door_02_close,@@,@@,asphalt_01, , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,garden_dirty_2, , ,asphalt_01,@@,door_02_close,@@,@@,@@,@@,house_computer, , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,crate,@@,asphalt_01, , , , , , , , , , , , , , , , , , , ,@@,house_wardrobe, ,military_crate,@@,house_bed,house_cupboard_01,house_computer, ,window_02_close, , ,asphalt_01,@@,house_shink, , , , , , ,crate,crate,crate,@@,asphalt_01,road_sewer_left_01,bg,bg,bg,bg,bg,bg,road_sewer_right_01,asphalt_01,@@, , , ,house_shink,@@,asphalt_01, , , , , , , , ,garden_tree_8, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,@@, ,house_table,house_bench,door_02_open, , , , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,house_wardrobe,@@,asphalt_01, , , , , , , , , , , , , , , , , , , ,@@,@@,@@,@@,@@, , , , ,door_02_close, , ,asphalt_01,@@,@@,door_02_close,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,asphalt_01,road_curve_left_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_curve_right_01,asphalt_01,@@,wall_glass_01,wall_glass_01,wall_glass_01,@@,@@,asphalt_01, , , ,garden_dirty_4, , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,@@, , , ,@@,military_crate, , , , , , , , , , ,house_wardrobe,@@,asphalt_01, , ,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01, , , , , , , , , , , , ,@@,house_stove,house_shink,house_fridge,@@,crate,lab_cupboard_01,medical_cupboard_01,house_table,@@, , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , , , , , , , , , , ,garden_tree_16, ,garden_tree_16, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,@@,@@,door_02_close,window_02_close,@@,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,@@,asphalt_01, , ,wooden_wall_01,crate,house_wardrobe,house_table,wooden_wall_01, , , , , , , , , , , , ,window_02_close, , ,house_cupboard_01,@@,@@,@@,@@,@@,@@, , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , ,wooden_window_01_close, ,misc_blood,house_bench,wooden_window_01_close, , , , , , , , , , , , ,@@, ,@@,@@,@@,house_library,house_library,house_fridge,military_radio,@@, , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , , , , , , , , , , , ,garden_dirty_2, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,wooden_wall_01,house_bed, ,garden_dirty_1,wooden_wall_01, , , , , , , , , , , , ,@@, ,door_02_close,house_bed,@@,house_library,house_bench, , ,@@, , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,@@,wall_glass_01,door_02_close,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,asphalt_01, , , , , , , , , ,garden_tree_8, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,garden_tree_6, , , , , , , , , , , , , , , , , , , , , , , , , ,wooden_wall_01,wooden_wall_01,outside_wooden_door_01_close,wooden_window_01_close,wooden_wall_01, , , , , , , , , , , , ,window_02_close, ,@@,@@,@@,@@,window_02_close,door_02_close,window_02_close,@@, , ,asphalt_01,garden_grass_1,garden_dirty_2,bg_grass,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_window_01_close,wooden_wall_01,wooden_wall_01,garden_grass_3,bg_grass,wall_glass_01, , , , , , , , , , , , , ,house_bench, ,wall_glass_01,asphalt_01, , , , , , , , , , , , , ,garden_tree_16, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,garden_stone_powder, , , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , , , , , , , , , , , , , , ,garden_grass_1, , ,@@, ,door_02_close,house_toilet,@@,garden_tree_3,garden_grass_1,garden_dirty_3,garden_grass_1,garden_tree_3, , ,asphalt_01,garden_tall_grass,garden_dirty_2,garden_grass_3,wooden_wall_01,house_library, , , ,wooden_wall_01,bg_grass,bg_grass,wall_glass_01,house_bench,house_table,house_bench,house_table, ,house_table,house_bench, , , , , , ,house_table, ,wall_glass_01,asphalt_01, , , , , , , , , ,garden_tree_8,bg_grass, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,asphalt_01,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_door_01_close,@@,@@,@@,@@,window_02_close,@@,@@,@@,window_02_close,@@,@@,@@,@@,asphalt_01, , , , , , , , , , , , , , , , , , , ,@@,door_02_close,window_02_close,@@,@@, , ,garden_dirty_3, , , , ,asphalt_01,wooden_wall_01,wooden_door_01_close,wooden_wall_01,wooden_wall_01,store_sale_02, ,crate,crate,wooden_wall_01,bg_grass,garden_grass_3,@@,@@,@@,@@,@@,@@,@@,@@,@@,window_02_open,@@,store_sale_01, , , , ,wall_glass_01,asphalt_01, , , , , , , ,garden_dirty_1, ,garden_tree_1,garden_grass_1, , , , , , , , , , , , , , , , 
 , , , , , , , ,garden_tree_16, , , ,garden_tree_16, , , ,garden_grass_1, , , ,asphalt_01,outside_metal_fence_1,garden_grass_3, , ,garden_grass_1,@@,house_shink,house_fridge,military_crate, , , , , , ,misc_blood,misc_barrel,@@,asphalt_01, , ,@@,@@,@@,@@,@@, , , , , , , , , ,garden_tree_1, , , , , , , , , , , , , , ,asphalt_01,wooden_wall_01, ,bg, , , ,crate,crate,wooden_wall_01,bg_grass,bg_grass,outside_metal_fence_1,misc_barrel,factory_industrial_part_left_02, ,crate,crate,@@,house_stove,house_shink,house_cupboard_01,@@,store_sale_01, , ,house_table,house_bench,wall_glass_01,asphalt_01, , , , , , , ,garden_dirty_1,garden_grass_1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , ,garden_dirty_3,garden_dirty_2, , , , ,garden_tall_grass,garden_dirty_2,garden_grass_3, , ,asphalt_01,outside_metal_fence_1, ,misc_hook,factory_industrial_part_left_02,misc_barrel,@@,house_bench, , , , ,store_sale_02,store_sale_02, ,house_library, ,misc_barrel,@@,asphalt_01, , ,@@,house_table,store_sale_02,house_library,@@, , , , , , , , , , , , , , , , , , , , , , , , ,asphalt_01,wooden_wall_01,crate, ,crate,crate, , ,military_crate,wooden_wall_01,garden_tall_grass,bg_grass,outside_metal_door_01_open, , , , , ,door_02_close, , , ,door_02_close, , , , , ,wall_glass_01,asphalt_01, , , , , ,garden_tree_6, ,garden_stone, ,garden_tree_8,garden_dirty_4,garden_grass_1,garden_dirty_1, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,garden_grass_3,garden_grass_2,garden_dirty_1, , ,asphalt_01,outside_metal_fence_1,garden_grass_1,misc_chainwheel_left_right,misc_chainwheel_left_right,garden_stone,@@,military_radio, , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,crate,@@,asphalt_01, , ,window_02_close,house_bench, , ,window_02_close, , , , , , , , , , , , , , , , , , , , , , , , ,asphalt_01,wooden_wall_01,wooden_wall_01,wooden_window_01_close,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_window_01_close,wooden_wall_01,wooden_wall_01,garden_grass_1,bg_grass,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@@,@@,@@,@@,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,asphalt_01, , , , , , , ,garden_tree_1,garden_stone,garden_grass_1,garden_grass_1,garden_stone,garden_grass_1, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,garden_grass_2,garden_grass_2, , , ,asphalt_01,@@,door_02_close,@@,@@,@@,@@,house_computer, , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,crate,@@,asphalt_01, , ,@@, , ,stair_down_left,@@, , , , , , , , , , , , , , , , , , , , , ,garden_dirty_3, , ,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01, , , , , , , ,garden_grass_2,garden_dirty_2,garden_dirty_1,garden_dirty_2,garden_grass_1,garden_tree_8, , ,garden_tree_16, , , , ,garden_dirty_2, , , , , , 
 , , , , , , , , , , , , , , ,garden_dirty_1,garden_dirty_1,garden_dirty_1, , ,asphalt_01,@@, ,house_table,house_bench,door_02_open, , , , ,store_sale_01, ,store_sale_02,store_sale_02, ,house_library, ,house_wardrobe,@@,asphalt_01, , ,@@,door_02_close,@@,@@,@@, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_tree_1,garden_dirty_1,garden_dirty_2, ,garden_dirty_2, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,garden_tree_8,garden_grass_3,garden_dirty_1, , ,asphalt_01,@@, , , ,@@,military_crate, , , , , , , , , , ,house_wardrobe,@@,asphalt_01, , , , , , , , , , , , , , , , , , , , , , ,garden_stone_iron, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_stone, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,garden_tree_16, , ,garden_grass_2,garden_grass_1, , ,asphalt_01,@@,@@,door_02_close,window_02_close,@@,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,@@,asphalt_01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,garden_dirty_3,garden_dirty_1, , , , , , , ,garden_stone_powder, , , , , , , , , , , , , , 
